# precip,,,
,5,5,5
1999-03-27T00:00:00Z,0.024876113,0,0
1999-03-28T00:00:00Z,0.02542466,0,0
1999-03-29T00:00:00Z,0.114063056,0,0
1999-03-30T00:00:00Z,0.22272824,0,0
1999-03-31T00:00:00Z,0.041192081,0,0
1999-04-01T00:00:00Z,0.037689003,0,0
1999-04-02T00:00:00Z,0.000430239,0,0
1999-04-03T00:00:00Z,0.001120832,0,0
1999-04-04T00:00:00Z,0.000712791,0,0
1999-04-05T00:00:00Z,0.000702378,0,0
1999-04-06T00:00:00Z,0.021757091,0,0
1999-04-07T00:00:00Z,0.003196576,0,0
1999-04-08T00:00:00Z,0.0000122,0,0
1999-04-09T00:00:00Z,0.000120994,0,0
1999-04-10T00:00:00Z,0.000233663,0,0
1999-04-11T00:00:00Z,0.083099269,0,0
1999-04-12T00:00:00Z,0.326629305,0,0
1999-04-13T00:00:00Z,1.49140085,0,0
1999-04-14T00:00:00Z,0.146914443,0,0
1999-04-15T00:00:00Z,0.265348171,0,0
1999-04-16T00:00:00Z,0.326886166,0,0
1999-04-17T00:00:00Z,0.080290289,0,0
1999-04-18T00:00:00Z,0.293804547,0,0
1999-04-19T00:00:00Z,3.537962668,0,0
1999-04-20T00:00:00Z,2.027962129,0,0
1999-04-21T00:00:00Z,2.139156737,0,0
1999-04-22T00:00:00Z,4.020922847,0,0
1999-04-23T00:00:00Z,0.795488895,0,0
1999-04-24T00:00:00Z,0.062153015,0,0
1999-04-25T00:00:00Z,0.570370525,0,0
1999-04-26T00:00:00Z,0.048835253,0,0
1999-04-27T00:00:00Z,0.350333376,0,0
1999-04-28T00:00:00Z,0.792963822,0,0
1999-04-29T00:00:00Z,0.032736282,0,0
1999-04-30T00:00:00Z,0.16707603,0,0
1999-05-01T00:00:00Z,0.015001655,0,0
1999-05-02T00:00:00Z,5.078696981,0,0
1999-05-03T00:00:00Z,2.636340473,0,0
1999-05-04T00:00:00Z,2.081995277,0,0
1999-05-05T00:00:00Z,8.20584858,0,0
1999-05-06T00:00:00Z,12.53393545,0,0
1999-05-07T00:00:00Z,5.15235814,0,0
1999-05-08T00:00:00Z,1.224893162,0,0
1999-05-09T00:00:00Z,0.766394841,0,0
1999-05-10T00:00:00Z,0.580536946,0,0
1999-05-11T00:00:00Z,0.9515705,0,0
1999-05-12T00:00:00Z,0.61349149,0,0
1999-05-13T00:00:00Z,0.070762969,0,0
1999-05-14T00:00:00Z,0.00014338,0,0
1999-05-15T00:00:00Z,0.000186602,0,0
1999-05-16T00:00:00Z,0.005035719,0,0
1999-05-17T00:00:00Z,0.517866334,0,0
1999-05-18T00:00:00Z,0.013039836,0,0
1999-05-19T00:00:00Z,5.62395041,0,0
1999-05-20T00:00:00Z,0.713285931,0,0
1999-05-21T00:00:00Z,0.013561293,0,0
1999-05-22T00:00:00Z,0.440180017,0,0
1999-05-23T00:00:00Z,0.530390642,0,0
1999-05-24T00:00:00Z,0.105579622,0,0
1999-05-25T00:00:00Z,0.355677174,0,0
1999-05-26T00:00:00Z,0.003749303,0,0
1999-05-27T00:00:00Z,2.001246192,0,0
1999-05-28T00:00:00Z,0.822834474,0,0
1999-05-29T00:00:00Z,0.082075248,0,0
1999-05-30T00:00:00Z,0.05299268,0,0
1999-05-31T00:00:00Z,0.319650657,0,0
1999-06-01T00:00:00Z,0.02723455,0,0
1999-06-02T00:00:00Z,0.009088034,0,0
1999-06-03T00:00:00Z,1.196749261,0,0
1999-06-04T00:00:00Z,1.177149106,0,0
1999-06-05T00:00:00Z,0.484409359,0,0
1999-06-06T00:00:00Z,0.209845537,0,0
1999-06-07T00:00:00Z,0.293975373,0,0
1999-06-08T00:00:00Z,1.164104712,0,0
1999-06-09T00:00:00Z,2.007375655,0,0
1999-06-10T00:00:00Z,1.531239741,0,0
1999-06-11T00:00:00Z,0.294746432,0,0
1999-06-12T00:00:00Z,3.994328589,0,0
1999-06-13T00:00:00Z,0.030812311,0,0
1999-06-14T00:00:00Z,0.002829881,0,0
1999-06-15T00:00:00Z,5.439621038,0,0
1999-06-16T00:00:00Z,2.370850024,0,0
1999-06-17T00:00:00Z,0.811491707,0,0
1999-06-18T00:00:00Z,2.196547634,0,0
1999-06-19T00:00:00Z,1.395481431,0,0
1999-06-20T00:00:00Z,8.843182707,0,0
1999-06-21T00:00:00Z,0.613500702,0,0
1999-06-22T00:00:00Z,5.992611443,0,0
1999-06-23T00:00:00Z,4.139179112,0,0
1999-06-24T00:00:00Z,0.497688889,0,0
1999-06-25T00:00:00Z,3.093859476,0,0
1999-06-26T00:00:00Z,4.369317063,0,0
1999-06-27T00:00:00Z,1.218843376,0,0
1999-06-28T00:00:00Z,0,0,0
1999-06-29T00:00:00Z,0.085023455,0,0
1999-06-30T00:00:00Z,0.006069827,0,0
1999-07-01T00:00:00Z,0.007840581,0,0
1999-07-02T00:00:00Z,0.004635561,0,0
1999-07-03T00:00:00Z,1.544260833,0,0
1999-07-04T00:00:00Z,0.089480229,0,0
1999-07-05T00:00:00Z,0.1513779,0,0
1999-07-06T00:00:00Z,8.129929966,0,0
1999-07-07T00:00:00Z,6.654460597,0,0
1999-07-08T00:00:00Z,1.693826594,0,0
1999-07-09T00:00:00Z,1.082496287,0,0
1999-07-10T00:00:00Z,4.481889977,0,0
1999-07-11T00:00:00Z,1.371174946,0,0
1999-07-12T00:00:00Z,0.216368642,0,0
1999-07-13T00:00:00Z,0.038121585,0,0
1999-07-14T00:00:00Z,0.002189494,0,0
1999-07-15T00:00:00Z,0.00219581,0,0
1999-07-16T00:00:00Z,0,0,0
1999-07-17T00:00:00Z,0.005907576,0,0
1999-07-18T00:00:00Z,0.003112176,0,0
1999-07-19T00:00:00Z,0.238695697,0,0
1999-07-20T00:00:00Z,0.782816309,0,0
1999-07-21T00:00:00Z,3.381986447,0,0
1999-07-22T00:00:00Z,0.5548541,0,0
1999-07-23T00:00:00Z,0.003837027,0,0
1999-07-24T00:00:00Z,0.792731644,0,0
1999-07-25T00:00:00Z,1.438762361,0,0
1999-07-26T00:00:00Z,2.431108639,0,0
1999-07-27T00:00:00Z,14.97938644,0,0
1999-07-28T00:00:00Z,10.01936316,0,0
1999-07-29T00:00:00Z,5.540258788,0,0
1999-07-30T00:00:00Z,1.565089788,0,0
1999-07-31T00:00:00Z,0.247380455,0,0
1999-08-01T00:00:00Z,0.854715922,0,0
1999-08-02T00:00:00Z,0.789565079,0,0
1999-08-03T00:00:00Z,2.347264355,0,0
1999-08-04T00:00:00Z,4.058832843,0,0
1999-08-05T00:00:00Z,0.874084799,0,0
1999-08-06T00:00:00Z,4.065965264,0,0
1999-08-07T00:00:00Z,12.30531917,0,0
1999-08-08T00:00:00Z,22.63696981,0,0
1999-08-09T00:00:00Z,15.03407691,0,0
1999-08-10T00:00:00Z,3.052771664,0,0
1999-08-11T00:00:00Z,9.209290356,0,0
1999-08-12T00:00:00Z,8.931428904,0,0
1999-08-13T00:00:00Z,2.302720051,0,0
1999-08-14T00:00:00Z,3.44199697,0,0
1999-08-15T00:00:00Z,1.167110545,0,0
1999-08-16T00:00:00Z,2.562216812,0,0
1999-08-17T00:00:00Z,1.495480166,0,0
1999-08-18T00:00:00Z,0.014831023,0,0
1999-08-19T00:00:00Z,3.191726927,0,0
1999-08-20T00:00:00Z,3.920070473,0,0
1999-08-21T00:00:00Z,1.343154649,0,0
1999-08-22T00:00:00Z,3.453789339,0,0
1999-08-23T00:00:00Z,10.45539679,0,0
1999-08-24T00:00:00Z,3.236660243,0,0
1999-08-25T00:00:00Z,3.748791608,0,0
1999-08-26T00:00:00Z,0.749402265,0,0
1999-08-27T00:00:00Z,2.472512709,0,0
1999-08-28T00:00:00Z,11.59317196,0,0
1999-08-29T00:00:00Z,13.22598632,0,0
1999-08-30T00:00:00Z,2.338974081,0,0
1999-08-31T00:00:00Z,0.220763326,0,0
1999-09-01T00:00:00Z,0.108077777,0,0
1999-09-02T00:00:00Z,0.3978892,0,0
1999-09-03T00:00:00Z,18.12708031,0,0
1999-09-04T00:00:00Z,12.04929903,0,0
1999-09-05T00:00:00Z,12.91175855,0,0
1999-09-06T00:00:00Z,4.729474751,0,0
1999-09-07T00:00:00Z,2.273728333,0,0
1999-09-08T00:00:00Z,0.268145954,0,0
1999-09-09T00:00:00Z,1.335765856,0,0
1999-09-10T00:00:00Z,0.010716783,0,0
1999-09-11T00:00:00Z,0.476382872,0,0
1999-09-12T00:00:00Z,0.41565747,0,0
1999-09-13T00:00:00Z,0.276960444,0,0
1999-09-14T00:00:00Z,0.284076648,0,0
1999-09-15T00:00:00Z,0.013982172,0,0
1999-09-16T00:00:00Z,0.026520033,0,0
1999-09-17T00:00:00Z,3.481672838,0,0
1999-09-18T00:00:00Z,11.03670358,0,0
1999-09-19T00:00:00Z,4.384914515,0,0
1999-09-20T00:00:00Z,0.735734004,0,0
1999-09-21T00:00:00Z,0.06967071,0,0
1999-09-22T00:00:00Z,0.388220382,0,0
1999-09-23T00:00:00Z,0.133872368,0,0
1999-09-24T00:00:00Z,0.286781071,0,0
1999-09-25T00:00:00Z,2.332361042,0,0
1999-09-26T00:00:00Z,0.256788612,0,0
1999-09-27T00:00:00Z,0.03932279,0,0
1999-09-28T00:00:00Z,0.081246789,0,0
1999-09-29T00:00:00Z,0.48786816,0,0
1999-09-30T00:00:00Z,1.684992798,0,0
1999-10-01T00:00:00Z,4.135995315,0,0
1999-10-02T00:00:00Z,2.998424021,0,0
1999-10-03T00:00:00Z,0.426116551,0,0
1999-10-04T00:00:00Z,0.616601473,0,0
1999-10-05T00:00:00Z,2.073426597,0,0
1999-10-06T00:00:00Z,7.210578794,0,0
1999-10-07T00:00:00Z,1.816415412,0,0
1999-10-08T00:00:00Z,3.383967431,0,0
1999-10-09T00:00:00Z,1.082227136,0,0
1999-10-10T00:00:00Z,0.789170902,0,0
1999-10-11T00:00:00Z,0.342576247,0,0
1999-10-12T00:00:00Z,0.155872212,0,0
1999-10-13T00:00:00Z,0.489709338,0,0
1999-10-14T00:00:00Z,0.857670344,0,0
1999-10-15T00:00:00Z,6.445656097,0,0
1999-10-16T00:00:00Z,3.298628084,0,0
1999-10-17T00:00:00Z,0.220242457,0,0
1999-10-18T00:00:00Z,10.90622982,0,0
1999-10-19T00:00:00Z,3.87434829,0,0
1999-10-20T00:00:00Z,0.367128331,0,0
1999-10-21T00:00:00Z,0.802030007,0,0
1999-10-22T00:00:00Z,0.068375788,0,0
1999-10-23T00:00:00Z,0.582277251,0,0
1999-10-24T00:00:00Z,0.006265166,0,0
1999-10-25T00:00:00Z,0,0,0
1999-10-26T00:00:00Z,0.0000905,0,0
1999-10-27T00:00:00Z,0.001291147,0,0
1999-10-28T00:00:00Z,0.062099066,0,0
1999-10-29T00:00:00Z,0.031402465,0,0
1999-10-30T00:00:00Z,0.18276295,0,0
1999-10-31T00:00:00Z,0.009995475,0,0
1999-11-01T00:00:00Z,0.034413249,0,0
1999-11-02T00:00:00Z,0.017361169,0,0
1999-11-03T00:00:00Z,0.02555008,0,0
1999-11-04T00:00:00Z,1.329227472,0,0
1999-11-05T00:00:00Z,0.345593552,0,0
1999-11-06T00:00:00Z,0.733593681,0,0
1999-11-07T00:00:00Z,0.014274842,0,0
1999-11-08T00:00:00Z,0.03972542,0,0
1999-11-09T00:00:00Z,0.829631726,0,0
1999-11-10T00:00:00Z,1.079725819,0,0
1999-11-11T00:00:00Z,0.591502666,0,0
1999-11-12T00:00:00Z,0.426717049,0,0
1999-11-13T00:00:00Z,0.219086036,0,0
1999-11-14T00:00:00Z,0.016481089,0,0
1999-11-15T00:00:00Z,0.215402321,0,0
1999-11-16T00:00:00Z,2.645944852,0,0
1999-11-17T00:00:00Z,3.588483018,0,0
1999-11-18T00:00:00Z,0.00211103,0,0
1999-11-19T00:00:00Z,0.00729185,0,0
1999-11-20T00:00:00Z,2.369576257,0,0
1999-11-21T00:00:00Z,2.834796101,0,0
1999-11-22T00:00:00Z,0.086524997,0,0
1999-11-23T00:00:00Z,0.155318684,0,0
1999-11-24T00:00:00Z,0.150507709,0,0
1999-11-25T00:00:00Z,0.518321904,0,0
1999-11-26T00:00:00Z,1.362949112,0,0
1999-11-27T00:00:00Z,3.478338103,0,0
1999-11-28T00:00:00Z,2.1478559,0,0
1999-11-29T00:00:00Z,0.028859364,0,0
1999-11-30T00:00:00Z,1.93478208,0,0
1999-12-01T00:00:00Z,6.284582955,0,0
1999-12-02T00:00:00Z,1.311095376,0,0
1999-12-03T00:00:00Z,0.04709771,0,0
1999-12-04T00:00:00Z,0.003222409,0,0
1999-12-05T00:00:00Z,0.014813739,0,0
1999-12-06T00:00:00Z,0.269470516,0,0
1999-12-07T00:00:00Z,0.217982018,0,0
1999-12-08T00:00:00Z,0.226720798,0,0
1999-12-09T00:00:00Z,0.015623592,0,0
1999-12-10T00:00:00Z,0.119058802,0,0
1999-12-11T00:00:00Z,0.192315348,0,0
1999-12-12T00:00:00Z,0.021025758,0,0
1999-12-13T00:00:00Z,1.422880771,0,0
1999-12-14T00:00:00Z,0.738248936,0,0
1999-12-15T00:00:00Z,1.925545598,0,0
1999-12-16T00:00:00Z,0.300213263,0,0
1999-12-17T00:00:00Z,0.15674491,0,0
1999-12-18T00:00:00Z,0.620488603,0,0
1999-12-19T00:00:00Z,0.64308262,0,0
1999-12-20T00:00:00Z,0.264938354,0,0
1999-12-21T00:00:00Z,0.836316771,0,0
1999-12-22T00:00:00Z,0.248583878,0,0
1999-12-23T00:00:00Z,0.389564045,0,0
1999-12-24T00:00:00Z,0.201881028,0,0
1999-12-25T00:00:00Z,1.622025889,0,0
1999-12-26T00:00:00Z,3.019356775,0,0
1999-12-27T00:00:00Z,0.894744886,0,0
1999-12-28T00:00:00Z,0.567108611,0,0
1999-12-29T00:00:00Z,1.741373584,0,0
1999-12-30T00:00:00Z,1.35456633,0,0
1999-12-31T00:00:00Z,1.545936247,0,0
2000-01-01T00:00:00Z,1.856182764,0,0
2000-01-02T00:00:00Z,4.046553432,0,0
2000-01-03T00:00:00Z,3.298495496,0,0
2000-01-04T00:00:00Z,0.126336454,0,0
2000-01-05T00:00:00Z,0.061382764,0,0
2000-01-06T00:00:00Z,0.040467883,0,0
2000-01-07T00:00:00Z,0.414872512,0,0
2000-01-08T00:00:00Z,0.286634538,0,0
2000-01-09T00:00:00Z,10.77241267,0,0
2000-01-10T00:00:00Z,7.47247219,0,0
2000-01-11T00:00:00Z,7.188163091,0,0
2000-01-12T00:00:00Z,0.04349116,0,0
2000-01-13T00:00:00Z,0.001220096,0,0
2000-01-14T00:00:00Z,0.056792169,0,0
2000-01-15T00:00:00Z,0.0000386,0,0
2000-01-16T00:00:00Z,0.0000986,0,0
2000-01-17T00:00:00Z,0.000104685,0,0
2000-01-18T00:00:00Z,0.002272009,0,0
2000-01-19T00:00:00Z,0.022104079,0,0
2000-01-20T00:00:00Z,0.29457937,0,0
2000-01-21T00:00:00Z,0.177504548,0,0
2000-01-22T00:00:00Z,0.041834887,0,0
2000-01-23T00:00:00Z,0.056353993,0,0
2000-01-24T00:00:00Z,0.048649957,0,0
2000-01-25T00:00:00Z,0.006136842,0,0
2000-01-26T00:00:00Z,0.005519886,0,0
2000-01-27T00:00:00Z,0.752747144,0,0
2000-01-28T00:00:00Z,0.598995615,0,0
2000-01-29T00:00:00Z,1.770388876,0,0
2000-01-30T00:00:00Z,0.149872904,0,0
2000-01-31T00:00:00Z,1.588072684,0,0
2000-02-01T00:00:00Z,0.636153262,0,0
2000-02-02T00:00:00Z,0.150797369,0,0
2000-02-03T00:00:00Z,0.129038262,0,0
2000-02-04T00:00:00Z,0.083708489,0,0
2000-02-05T00:00:00Z,0.096456651,0,0
2000-02-06T00:00:00Z,0.045563272,0,0
2000-02-07T00:00:00Z,0.009741611,0,0
2000-02-08T00:00:00Z,0.059290433,0,0
2000-02-09T00:00:00Z,0.868944728,0,0
2000-02-10T00:00:00Z,0.196554299,0,0
2000-02-11T00:00:00Z,2.285261797,0,0
2000-02-12T00:00:00Z,1.863751909,0,0
2000-02-13T00:00:00Z,0.102796492,0,0
2000-02-14T00:00:00Z,0.150331798,0,0
2000-02-15T00:00:00Z,0.152625103,0,0
2000-02-16T00:00:00Z,0.129067641,0,0
2000-02-17T00:00:00Z,1.158074531,0,0
2000-02-18T00:00:00Z,1.858314296,0,0
2000-02-19T00:00:00Z,0.400707982,0,0
2000-02-20T00:00:00Z,0.167754911,0,0
2000-02-21T00:00:00Z,1.282784559,0,0
2000-02-22T00:00:00Z,0.721709946,0,0
2000-02-23T00:00:00Z,0.643768391,0,0
2000-02-24T00:00:00Z,2.897114498,0,0
2000-02-25T00:00:00Z,1.563882978,0,0
2000-02-26T00:00:00Z,3.358913076,0,0
2000-02-27T00:00:00Z,1.160900483,0,0
2000-02-28T00:00:00Z,5.428395399,0,0
2000-03-01T00:00:00Z,1.746136863,0,0
2000-03-02T00:00:00Z,0.100604972,0,0
2000-03-03T00:00:00Z,0.311606345,0,0
2000-03-04T00:00:00Z,0.072975443,0,0
2000-03-05T00:00:00Z,0.053764349,0,0
2000-03-06T00:00:00Z,0.01641093,0,0
2000-03-07T00:00:00Z,0.02808392,0,0
2000-03-08T00:00:00Z,0.02508666,0,0
2000-03-09T00:00:00Z,0.003143187,0,0
2000-03-10T00:00:00Z,0.035831093,0,0
2000-03-11T00:00:00Z,0.454606082,0,0
2000-03-12T00:00:00Z,0.153573242,0,0
2000-03-13T00:00:00Z,1.652957031,0,0
2000-03-14T00:00:00Z,0.104733784,0,0
2000-03-15T00:00:00Z,0.149297228,0,0
2000-03-16T00:00:00Z,0.462829832,0,0
2000-03-17T00:00:00Z,0.31604944,0,0
2000-03-18T00:00:00Z,1.293773002,0,0
2000-03-19T00:00:00Z,1.858692519,0,0
2000-03-20T00:00:00Z,0.644144585,0,0
2000-03-21T00:00:00Z,0.99190328,0,0
2000-03-22T00:00:00Z,0.260530317,0,0
2000-03-23T00:00:00Z,0.014882023,0,0
2000-03-24T00:00:00Z,0.001840613,0,0
2000-03-25T00:00:00Z,0.0000238,0,0
2000-03-26T00:00:00Z,0.0000122,0,0
2000-03-27T00:00:00Z,0.031420408,0,0
2000-03-28T00:00:00Z,0.076898705,0,0
2000-03-29T00:00:00Z,0.160953063,0,0
2000-03-30T00:00:00Z,0.276487715,0,0
2000-03-31T00:00:00Z,0.008753087,0,0
2000-04-01T00:00:00Z,0.00727678,0,0
2000-04-02T00:00:00Z,0.049632304,0,0
2000-04-03T00:00:00Z,0.015632049,0,0
2000-04-04T00:00:00Z,0.148709382,0,0
2000-04-05T00:00:00Z,0.245602299,0,0
2000-04-06T00:00:00Z,0.896946457,0,0
2000-04-07T00:00:00Z,0.899940141,0,0
2000-04-08T00:00:00Z,0.34890258,0,0
2000-04-09T00:00:00Z,1.349255804,0,0
2000-04-10T00:00:00Z,0.191484948,0,0
2000-04-11T00:00:00Z,0.007895696,0,0
2000-04-12T00:00:00Z,0.021762354,0,0
2000-04-13T00:00:00Z,0.483195894,0,0
2000-04-14T00:00:00Z,0.023113778,0,0
2000-04-15T00:00:00Z,0.225779892,0,0
2000-04-16T00:00:00Z,0.082002837,0,0
2000-04-17T00:00:00Z,2.776932578,0,0
2000-04-18T00:00:00Z,0.049123373,0,0
2000-04-19T00:00:00Z,0.24125874,0,0
2000-04-20T00:00:00Z,0.169376728,0,0
2000-04-21T00:00:00Z,0.98097571,0,0
2000-04-22T00:00:00Z,0.522345262,0,0
2000-04-23T00:00:00Z,0.012922874,0,0
2000-04-24T00:00:00Z,0.038740487,0,0
2000-04-25T00:00:00Z,0.763668204,0,0
2000-04-26T00:00:00Z,1.183385573,0,0
2000-04-27T00:00:00Z,0.357062434,0,0
2000-04-28T00:00:00Z,0.027435332,0,0
2000-04-29T00:00:00Z,0.004696658,0,0
2000-04-30T00:00:00Z,0.004710239,0,0
2000-05-01T00:00:00Z,0.000155705,0,0
2000-05-02T00:00:00Z,0.306541262,0,0
2000-05-03T00:00:00Z,0.025918009,0,0
2000-05-04T00:00:00Z,0.00000134,0,0
2000-05-05T00:00:00Z,0.0000422,0,0
2000-05-06T00:00:00Z,0.308025543,0,0
2000-05-07T00:00:00Z,0.058831869,0,0
2000-05-08T00:00:00Z,0.62140552,0,0
2000-05-09T00:00:00Z,0.041010027,0,0
2000-05-10T00:00:00Z,0.763638107,0,0
2000-05-11T00:00:00Z,0.272970627,0,0
2000-05-12T00:00:00Z,0.060494995,0,0
2000-05-13T00:00:00Z,0.0000445,0,0
2000-05-14T00:00:00Z,0.001658633,0,0
2000-05-15T00:00:00Z,0.00010593,0,0
2000-05-16T00:00:00Z,0.0000996,0,0
2000-05-17T00:00:00Z,0.000638628,0,0
2000-05-18T00:00:00Z,0.077050579,0,0
2000-05-19T00:00:00Z,0.154530885,0,0
2000-05-20T00:00:00Z,0.016893922,0,0
2000-05-21T00:00:00Z,0.00399223,0,0
2000-05-22T00:00:00Z,0.000229382,0,0
2000-05-23T00:00:00Z,0.194573242,0,0
2000-05-24T00:00:00Z,0.999093843,0,0
2000-05-25T00:00:00Z,0.050219294,0,0
2000-05-26T00:00:00Z,1.022078309,0,0
2000-05-27T00:00:00Z,0.009995284,0,0
2000-05-28T00:00:00Z,0.009817617,0,0
2000-05-29T00:00:00Z,0.123327855,0,0
2000-05-30T00:00:00Z,0.189504123,0,0
2000-05-31T00:00:00Z,0.115767068,0,0
2000-06-01T00:00:00Z,0.037710403,0,0
2000-06-02T00:00:00Z,0.704350677,0,0
2000-06-03T00:00:00Z,1.745458888,0,0
2000-06-04T00:00:00Z,0.776339692,0,0
2000-06-05T00:00:00Z,0.861063217,0,0
2000-06-06T00:00:00Z,0.001490768,0,0
2000-06-07T00:00:00Z,0,0,0
2000-06-08T00:00:00Z,0,0,0
2000-06-09T00:00:00Z,0,0,0
2000-06-10T00:00:00Z,0.012612735,0,0
2000-06-11T00:00:00Z,0,0,0
2000-06-12T00:00:00Z,0.051693941,0,0
2000-06-13T00:00:00Z,0.0471429,0,0
2000-06-14T00:00:00Z,0.0000766,0,0
2000-06-15T00:00:00Z,0.000000873,0,0
2000-06-16T00:00:00Z,0.012881254,0,0
2000-06-17T00:00:00Z,0.049752924,0,0
2000-06-18T00:00:00Z,0.508635438,0,0
2000-06-19T00:00:00Z,0,0,0
2000-06-20T00:00:00Z,0,0,0
2000-06-21T00:00:00Z,0.00128116,0,0
2000-06-22T00:00:00Z,0.144542166,0,0
2000-06-23T00:00:00Z,0.018513348,0,0
2000-06-24T00:00:00Z,0.008049835,0,0
2000-06-25T00:00:00Z,0.00000466,0,0
2000-06-26T00:00:00Z,0.008319566,0,0
2000-06-27T00:00:00Z,0,0,0
2000-06-28T00:00:00Z,0.015077952,0,0
2000-06-29T00:00:00Z,0.052914682,0,0
2000-06-30T00:00:00Z,1.932788424,0,0
2000-07-01T00:00:00Z,0.901833583,0,0
2000-07-02T00:00:00Z,0.094878916,0,0
2000-07-03T00:00:00Z,0.089169084,0,0
2000-07-04T00:00:00Z,0.005610829,0,0
2000-07-05T00:00:00Z,2.489034717,0,0
2000-07-06T00:00:00Z,0.407166681,0,0
2000-07-07T00:00:00Z,0.196353495,0,0
2000-07-08T00:00:00Z,2.28331744,0,0
2000-07-09T00:00:00Z,0.009042247,0,0
2000-07-10T00:00:00Z,0.091528121,0,0
2000-07-11T00:00:00Z,0.431471512,0,0
2000-07-12T00:00:00Z,1.065683321,0,0
